codigo,nombre,ingredientes,categoria,cats,etiqueta,beneficios,avisos,contenido,precioPublico,precioPúblico_K,precioMayoreo,precioMayoreo_K,precioDistribuidor,precioDistribuidor_K,Imagen,cantidadArticulos
102024,Glicerina con Leche,"Glicerina, LESS, Cocoamida, Aceite de coco, Aceite de oliva, Leche de vaca, TEA",Jabón sólido,Aromáticos,NS+AL,"Sensación cremosa y confortable durante la ducha.
Base de glicerina: limpieza amable, enjuague fácil, sin sensación pegajosa.
Deja el tacto más flexible tras el secado sin fricción.
Espuma suave/cremosa, ideal para rutina nocturna o climas secos.
Perfil sensorial cálido, discreto y reconfortante.",Contiene derivados lácteos. Evitar en personas con alergia a la leche y en piel muy reactiva y haz prueba de parche.,100 gr,45,450,43,430,39,390,102024.webp,1
102026,Lavanda,"Glicerina, LESS, Cocoamida, Aceite de coco, Lavanda, Base de Lavanda, TEA",Jabón sólido,Aromáticos,NS+AL,"Aroma floral-relajante tipo spa, ideal para rutina nocturna.
Base de glicerina: limpieza amable y enjuague fácil, sin sensación pegajosa.
Espuma ligera/cremosa que deja tacto cómodo tras el secado.
Acompaña una sensación de desconexión al final del día (sin claims terapéuticos).
Perfil aromático suave si dosificas bien la fragancia.",Evitar en piel muy reactiva y contorno de ojos. Prueba de parche.,100 gr,45,450,43,430,39,390,102026.webp,1
102027,Limón,"Glicerina, LESS, Cocoamida, Aceite de coco, Base de limón, TEA",Jabón sólido,Astringente,NS+AL,"Aroma cítrico brillante que deja sensación fresca y limpia al enjuagar.
Astringencia ligera: ayuda a que la piel se sienta menos brillante después del baño.
Base de glicerina: limpieza amable y enjuague fácil, sin sensación pegajosa.
Espuma ligera, ideal para rutina diurna en piel normal/mixta.
Perfil aromático que activa la rutina sin volverse invasivo (si dosificas bien la fragancia).",No recomendado para piel muy reactiva. Evita el contorno de ojos. Haz prueba de parche.,100 gr,45,450,43,430,39,390,102027.webp,1
102028,Manzana y canela,"Glicerina, LESS, Cocoamida, Aceite de coco, Base de manzana y canela, TEA",Jabón sólido,Aromáticos,NS+AL,"Aroma cálido y especiado (manzana horneada + canela) que vuelve la ducha reconfortante.
Base de glicerina: limpieza amable y enjuague fácil, sin sensación pegajosa.
Espuma cremosa con tacto confortable tras el secado.
Ideal para rutina nocturna o climas fríos por su perfil envolvente.
Opción sensorial para quien busca una fragancia gourmand sin empalagar.","Puede irritar piel muy reactiva. Evita rostro/ojos y mucosas. Haz prueba de parche; si irrita, suspende. Usar máx. 2–3 veces/semana.",100 gr,45,450,43,430,39,390,102028.webp,1
102029,Manzanilla,"Glicerina, LESS, Cocoamida, Aceite de coco, Chamomilla, Base de manzanilla, TEA",Jabón sólido,Piel sensible,AL,"Sensación de calma y confort tras el baño, pensada para rutinas suaves.
Base de glicerina: limpieza gentil, enjuague fácil, sin sensación pegajosa.
Espuma ligera para uso diario en piel que se irrita con facilidad.
Ayuda a disminuir la sensación de tirantez post-ducha.
Perfil neutro y amable (ideal sin aromas intensos).",Precaución en personas con alergia a Asteraceae. Prueba de parche en piel muy reactiva.,100 gr,45,450,43,430,39,390,102029.webp,1
102030,Mascotas,"Glicerina, LESS, Cocoamida, Acite de coco, Mascotas TEA",Jabón sólido,Jabón sólido,NS,"Aroma suave a vainilla que hace más agradable el baño de la mascota sin resultar invasivo para su olfato.
Base de glicerina: limpieza amable y enjuague fácil que ayuda a mantener el pelaje limpio sin dejar sensación pesada.
El aceite de coco aporta suavidad al pelaje y ayuda a que se sienta más manejable después del baño.
La cocoamida contribuye a generar espuma estable que facilita la distribución del jabón durante el lavado.
El LESS (tensoactivo limpiador) ayuda a remover suciedad, grasa y residuos del pelaje sin necesidad de frotar excesivamente.
Espuma ligera que permite un baño rápido y enjuague sencillo, ideal para rutinas de higiene regular en mascotas.","Uso exclusivo para mascotas. No utilizar en humanos. Evitar contacto con ojos, nariz y mucosas del animal. Si se observa irritación o reacción en la piel, suspender su uso y enjuagar con abundante agua. Realizar una prueba en una pequeña zona del pelaje antes del primer uso.",100 ml,45,450,43,430,39,390,102030.webp,1
102031,Menta,"Glicerina, LESS, Cocoamida, Aceite de coco, Menta, Base menta, TEA",Jabón sólido,Astringente,NS+AL,"Sensación fresca y vigorizante gracias al perfil mentolado; ideal para baño matutino.
Astringencia ligera: deja la piel con sensación menos brillante tras el lavado.
Base de glicerina: limpieza amable y enjuague fácil, sin sensación pegajosa.
Espuma ligera que no satura; buena para climas cálidos o después de actividad.
Aroma herbal-menta que “despeja” sin volverse invasivo","Evita rostro/contorno de ojos y mucosas (puede arder). No recomendado para piel muy reactiva. Haz prueba de parche; si irrita, suspende.",100 gr,45,450,43,430,39,390,102031.webp,1
102032,Miel,"Glicerina, LESS, Cocoamida, Aceite de coco, Miel, Base miel, TEA",Jabón sólido,Aromáticos,NS+AL,"Aroma dulce y reconfortante que hace la ducha más agradable.
Base de glicerina: limpieza amable y enjuague fácil, sin sensación pegajosa.
Deja tacto más flexible y sensación de confort tras el secado.
Espuma cremosa, ideal para rutina nocturna o climas secos.
Perfil sensorial cálido que acompaña sin volverse invasivo.",Evitar en personas con alergia a productos de abeja y en piel muy reactiva. Se recomienda prueba de parche. No usar en contorno de ojos.,100 gr,45,450,43,430,39,390,102032.webp,1
102055,Miel con canela,"Glicerina, LESS, Cocoamida, Aceite de coco, Miel, Base miel, Canela, TEA",Jabón sólido,Aromáticos,NS+AL,"Aroma dulce-especiado que vuelve la ducha reconfortante.
Base de glicerina: limpieza amable y enjuague fácil, sin sensación pegajosa.
Espuma cremosa que deja tacto cómodo tras el secado.
Perfil cálido ideal para rutina nocturna o climas frescos.
Combina nota miel con toque canela sin empalagar","Contiene derivados de abeja y fragancia especiada; puede incluir alérgenos aromáticos. Evita el contorno de ojos. Si tu piel es muy reactiva, haz prueba de parche; si irrita, suspende.",100 gr,45,450,43,430,39,390,102055.webp,1
102056,Miel con canela y pétalos de rosa,"Glicerina, LESS, Cocoamida, Aceite de coco, Miel, Base miel, Canela, Pétalos de rosa, TEA",Jabón sólido,Exfoliante,NS+AL,"Aroma dulce–floral con toque especiado que vuelve la ducha reconfortante y elegante.
Base de glicerina: limpieza amable y enjuague fácil, sin sensación pegajosa.
Espuma cremosa que deja tacto cómodo al secar.
Los pétalos de rosa aportan un detalle sensorial y visual tipo spa.
Ideal para rutina nocturna o climas frescos.","Puede incluir alérgenos aromáticos. Evita el contorno de ojos. Si tu piel es muy reactiva, realiza prueba de parche; si irrita, suspende.",100 gr,45,450,43,430,39,390,102056.webp,1
102057,Neem,"Glicerina, LESS, Cocoamida, Aceite de coco, Neem, TEA",Jabón sólido,Astringente,NS+AL,"Sensación purificante y de limpieza profunda al enjuagar.
Ayuda a que la piel se sienta menos brillante y con textura más uniforme con uso constante.
Base de glicerina: limpieza amable y enjuague fácil, sin sensación pegajosa.
Espuma ligera, pensada para rutinas diurnas en piel mixta/grasa.
Perfil aromático terroso/herbal característico del neem","Puede sensibilizar piel muy reactiva. Evita el contorno de ojos. Si tu piel es muy sensible, realiza prueba de parche; si irrita, suspende.",100 gr,45,450,43,430,39,390,102057.webp,1
102058,Neem con caléndula,"Glicerina, LESS, Cocoamida, Aceite de coco, Neem, Caléndula TEA",Jabón sólido,Aromáticos,NS+AL,"Sensación purificante y de limpieza profunda al enjuagar (neem).
Piel con menos brillo y apariencia más uniforme con uso constante.
Toque de confort gracias a la caléndula, para una rutina más amable.
Base de glicerina: limpieza suave y enjuague fácil, sin sensación pegajosa.
Espuma ligera pensada para piel mixta/grasa en rutina diurna.","Puede contener alérgenos aromáticos. Evita el contorno de ojos. Piel muy reactiva: prueba de parche; si irrita, suspende.",100 gr,45,450,43,430,39,390,102058.webp,1
102144,Nopal,"Glicerina, LESS, Cocoamida, Acite de coco, Nopal TEA",Jabón sólido,Jabón sólido,S,"Aroma vegetal suave y fresco que acompaña una rutina de baño limpia y natural.
Base de glicerina: limpieza amable y enjuague fácil, sin sensación pegajosa.
Inspirado en ingredientes tradicionalmente asociados con el cuidado suave de la piel, que ayudan a que se sienta más fresca y confortable después del lavado.
Espuma ligera que permite una limpieza delicada sin necesidad de fricción excesiva.
Ideal para rutinas de higiene diaria que buscan mantener la piel con sensación de suavidad y equilibrio.
Deja un tacto flexible y fresco cuando la piel se seca.","Aunque es un jabón suave, personas con sensibilidad a extractos vegetales deben usar con precaución. Haz prueba de parche antes del primer uso. Suspende su uso si aparece irritación.",100 gr,40,400,38,380,34,340,102144.webp,1
102033,Romero,"Glicerina, LESS, Cocoamida, Aceite de coco, Romero, TEA",Jabón sólido,Astringente,NS+AL,"Aroma herbal fresco que deja sensación limpia y despejada tras el enjuague.
Astringencia ligera: ayuda a que la piel se sienta menos brillante después del baño.
Base de glicerina: limpieza amable y enjuague fácil, sin sensación pegajosa.
Espuma ligera, ideal para rutina diurna o post-actividad.
Perfil aromático que activa sin volverse invasivo ","Puede contener alérgenos aromáticos; no recomendado para piel muy reactiva. Evita contorno de ojos y mucosas. Prueba de parche; si irrita, suspende.",100 gr,45,450,43,430,39,390,102033.webp,1
102034,Romero y sándalo,"Glicerina, LESS, Cocoamida, Aceite de coco, Romero, Acéite de sándalo, TEA",Jabón sólido,Astringente,NS+AL,"Aroma herbal–amaderado: romero fresco + sándalo cálido/terroso para una ducha equilibrante.
Base de glicerina: limpieza amable, enjuague fácil, sin sensación pegajosa.
Astringencia ligera del romero: piel se siente menos brillante tras el lavado.
Espuma ligera/cremosa que no satura; funciona bien de día (despeje) o de noche (confort).
Perfil aromático elegante que acompaña sin volverse invasivo.","Puede contener alérgenos aromáticos. No recomendado para piel muy reactiva. Evita contorno de ojos. Haz prueba de parche; si irrita, suspende.",100 gr,45,450,43,430,39,390,102034.webp,1
102035,"Romero, sándalo y castaña de indias","Glicerina, LESS, Cocoamida, Aceite de coco, Romero, Aceite de Sándalo, Aceite de Castaña de indias, TEA",Jabón sólido,Astringente,NS+AL,"Aroma herbal–amaderado con matiz nuez: romero fresco, sándalo cálido y castaña de Indias para una ducha equilibrante y con carácter.
Base de glicerina: limpieza amable y enjuague fácil, sin sensación pegajosa.
Astringencia ligera: la piel se siente más fresca y con menos brillo tras el lavado.
Espuma ligera/cremosa que no satura; funciona bien de día (despeje) o de noche (confort).
Perfil sensorial elegante y reconfortante, sin volverse invasivo","No recomendado para piel muy reactiva. Evitar rostro/contorno de ojos y piel lesionada. Prueba de parche; si irrita, suspende.",100 gr,45,450,43,430,39,390,102035.webp,1
102036,Rosa de Castilla,"Glicerina, LESS, Cocoamida, Aceite de coco, Rosa de castilla, Base de rosas, TEA",Jabón sólido,Aromáticos,NS+AL,"Aroma floral elegante que convierte la ducha en un momento relajante.
Base de glicerina: limpieza suave y enjuague fácil, sin sensación pegajosa.
Deja tacto cómodo y una sensación de piel fresca al secar.
Espuma ligera/cremosa ideal para una rutina nocturna tipo spa.
Perfil aromático sofisticado que acompaña sin invadir.","Fragancia floral; puede contener alérgenos aromáticos. Evita el contorno de ojos. Si tu piel es muy reactiva, haz prueba de parche; si irrita, suspende.",100 gr,45,450,43,430,39,390,102036.webp,1
102037,Ruda,"Glicerina, LESS, Cocoamida, Aceite de coco, Ruda, TEA",Jabón sólido,Astringente,NS+AL,"Aroma herbal intenso que deja una sensación de limpieza y despeje.
Base de glicerina: limpieza suave y enjuague fácil, sin sensación pegajosa.
Espuma ligera ideal para una rutina diurna.
Perfil aromático verde que acompaña sin volverse empalagoso.","Puede contener alérgenos aromáticos. Evita el contorno de ojos. Piel muy reactiva: prueba de parche; si irrita, suspende.",100 gr,45,450,43,430,39,390,102037.webp,1
102146,Ruda Albahaca y Sándalo,"Glicerina, LESS, Cocoamida, Acite de coco, Ruda Albahaca y Sándalo TEA",Jabón sólido,Jabón sólido,NS+AL,"Aroma herbal profundo con notas verdes y un fondo cálido amaderado que crea una experiencia de baño envolvente y reconfortante.
Base de glicerina: limpieza amable y enjuague fácil, sin sensación pegajosa.
Mezcla botánica inspirada en tradiciones de herbolaria que acompaña momentos de renovación y bienestar personal.
El equilibrio entre notas herbales frescas y el carácter cálido del sándalo genera una sensación de calma y claridad durante la rutina de baño.
Espuma ligera que facilita la limpieza diaria mientras deja una sensación fresca y un aroma herbal duradero en la piel.
Ideal para quienes disfrutan aromas naturales intensos con un toque cálido y relajante.",Contiene extractos herbales y compuestos aromáticos naturales que pueden provocar irritación en piel sensible o muy reactiva. No recomendado para piel extremadamente sensible. Haz prueba de parche antes de usar. Suspende su uso si aparece irritación.,100 ml,40,400,38,380,34,340,102146.webp,1
102145,Ruda y Albahaca,"Glicerina, LESS, Cocoamida, Acite de coco, Ruda y Albahaca TEA",Jabón sólido,Jabón sólido,NS+AL,"Aroma herbal profundo con notas verdes y ligeramente especiadas que aporta una sensación de limpieza fresca y natural durante el baño.
Base de glicerina: limpieza amable y enjuague fácil, sin sensación pegajosa.
Mezcla botánica inspirada en tradiciones de herbolaria que acompaña momentos de renovación y cuidado personal.
Su aroma herbal envolvente crea una experiencia de baño que invita a relajarse y empezar el día con sensación de frescura.
Espuma ligera que facilita la limpieza diaria mientras deja una sensación herbal duradera en la piel.
Ideal para quienes disfrutan aromas naturales intensos y una experiencia de baño revitalizante.",Contiene extractos herbales y compuestos aromáticos naturales que pueden provocar irritación en piel sensible o muy reactiva. No recomendado para piel extremadamente sensible. Haz prueba de parche antes de usar. Suspende su uso si aparece irritación.,100 gr,40,400,38,380,34,340,102145.webp,1
102038,Sándalo,"Glicerina, LESS, Cocoamida, Aceite de coco, Aceite de Sándalo, TEA",Jabón sólido,Aromáticos,NS+AL,"Aroma amaderado y cálido que vuelve la ducha reconfortante.
Base de glicerina: limpieza suave y enjuague fácil, sin sensación pegajosa.
Espuma cremosa/ligera que deja tacto cómodo al secar.
Perfil elegante y sereno, ideal para rutina nocturna.
Acompaña una sensación de bienestar sin invadir el ambiente.","Fragancia amaderada; puede contener alérgenos aromáticos. Evita el contorno de ojos. Si tu piel es muy reactiva, haz prueba de parche; si irrita, suspende.",100 gr,45,450,43,430,39,390,102038.webp,1
102039,Tepezcohuite,"Glicerina, LESS, Cocoamida, Aceite de coco, Mimosa tenuiflora, TEA",Jabón sólido,Astringente,NS+AL,"Sensación purificante y de limpieza profunda al enjuagar.
Ayuda a que la piel se sienta más mate y con textura más uniforme con el uso constante.
Base de glicerina: limpieza suave y enjuague fácil, sin sensación pegajosa.
Espuma ligera, ideal para piel mixta/grasa en rutina diurna.
Si lleva partículas, aporta exfoliación suave para zonas ásperas (codos, rodillas).",Evita contorno de ojos y piel irritada. Usar 2–3 veces por semana.,100 gr,45,450,43,430,39,390,102039.webp,1
102040,Toronja y romero,"Glicerina, LESS, Cocoamida, Aceite de coco, Extracto de toronja, Romero, TEA",Jabón sólido,Astringente,NS+AL,"Aroma cítrico–herbal que deja una sensación fresca y despejada.
Astringencia ligera: la piel se siente con menos brillo tras el lavado.
Base de glicerina: limpieza suave y enjuague fácil, sin sensación pegajosa.
Espuma ligera, ideal para rutina diurna o después de actividad.
Perfil aromático activo que anima la ducha sin volverse invasivo.","Puede contener alérgenos aromáticos. Evita el contorno de ojos. Piel muy reactiva: haz prueba de parche; si irrita, suspende.",100 gr,45,450,43,430,39,390,102040.webp,1
102041,Vainilla,"Glicerina, LESS, Cocoamida, Aceite de coco, Extracto natural de vainilla, Base vainilla, TEA",Jabón sólido,Aromáticos,NS+AL,"Aroma gourmand suave y reconfortante que envuelve sin empalagar.
Base de glicerina: limpieza amable y enjuague fácil, sin sensación pegajosa.
Espuma cremosa que deja tacto cómodo tras el secado.
Ideal para rutina nocturna o climas secos por su perfil cálido.
Opción sensorial relajante para quien busca un baño “tipo postre”.","Puede contener alérgenos aromáticos. Evita el contorno de ojos. Si tu piel es muy reactiva, haz prueba de parche; si irrita, suspende.",100 gr,45,450,43,430,39,390,102041.webp,1
102042,Vino tinto y rosas,"Glicerina, LESS, Cocoamida, Aceite de coco, Vino tinto, Pétalos de rosa, Base rosas, TEA",Jabón sólido,Aromáticos,NS+AL,"Aroma floral–frutal elegante: rosas suaves con un toque vino tinto para una ducha sofisticada.
Deja sensación fresca y una piel con menos brillo al terminar.
Base de glicerina: limpieza suave y enjuague fácil, sin sensación pegajosa.
Espuma ligera/cremosa que aporta confort al secar.
Perfil sensorial romántico que acompaña sin invadir el ambiente.","Puede contener alérgenos aromáticos. Evita el contorno de ojos. Si tu piel es muy reactiva, realiza prueba de parche; si irrita, suspende.",100 gr,45,450,43,430,39,390,102042.webp,1
102043,Vitamina E,"Glicerina, LESS, Cocoamida, Aceite de coco, Vitaminta e, TEA.",Jabón sólido,Aromáticos,AL,"Limpieza suave con base de glicerina y enjuague fácil.
Con vitamina E (antioxidante) que acompaña una sensación de suavidad tras el baño.
Espuma ligera/cremosa que no satura la piel.
Deja tacto cómodo y flexible al secar sin fricción.
Opción neutra si vas con aroma discreto","Puede contener alérgenos aromáticos. Evita el contorno de ojos. Piel muy reactiva: prueba de parche; si irrita, suspende.",100 gr,45,450,43,430,39,390,102043.webp,1
103003,Almendras,"Glicerina, Agua desionizada, LESS, Cocoamida, PEG 150, Albahaca, Aceites esenciales, Esencia, Pigmento.",Jabón líquido,Aromáticos,NS+AL,"Aroma suave y cálido tipo mazapán que acompaña sin invadir.
Base de glicerina: limpieza amable, enjuague fácil, sin sensación pegajosa.
Aporta confort y sensación emoliente en piel normal a seca.
Espuma cremosa que hace la rutina rápida y agradable.
Ideal para baño nocturno por su perfil reconfortante.","Si tiene alergia a frutos secos o piel muy reactiva, mejor elija entre nuestros jabones ""Sencibles"" o pruebe otra fragancia de esta línea.",1000 ml,94,N/A,90,N/A,80,N/A,103003.webp,1
103005,Aloe vera,"Glicerina, Agua desionizada, LESS, Cocoamida, PEG 150, Alore vera, Aceites esenciales, Esencia, Pigmento",Jabón líquido,Piel sensible,S,"Humectación inmediata: ayuda a retener agua y reduce la sensación de tirantez.
Efecto calmante y refrescante tras ducha; acompaña pieles que se irritan fácil.
Base de glicerina: limpieza suave, enjuague fácil, sin sensación pegajosa.
Aporta confort en climas calurosos o después de exposición solar ligera.
Espuma ligera pensada para uso cotidiano y pieles que buscan suavidad.",,1000 ml,94,N/A,90,N/A,80,N/A,103005.webp,1
103009,Árnica,"Glicerina, Agua desionizada, LESS, Cocoamida, PEG 150, Árnica, Aceites esenciales, Esencia, Pigmento",Jabón líquido,Aromáticos,NS+AL,"Aroma herbal intenso que acompaña rutinas post-día/post-entreno con sensación reconfortante.
Base de glicerina: limpieza suave, enjuague fácil, sin sensación pegajosa.
Aporta una sensación de frescura al finalizar el baño.
Espuma ligera que no satura; ideal para uso en cuerpo.
Deja la piel con tacto limpio y aroma verde tipo spa.","Puede contener alérgenos aromáticos. No recomendado para piel muy reactiva. Evita rostro/contorno de ojos y piel lesionada o irritada. Haz prueba de parche; si irrita, suspende.",1000 ml,94,N/A,90,N/A,80,N/A,103009.webp,1
103059,Avena,"Glicerina, Agua desionizada, LESS, Cocoamida, PEG 150, Avena, Aceites esenciales, Esencia, Pigmento",Jabón líquido,Aromáticos,S,"Sensación de calma y suavidad para piel que se irrita fácil.
Base de glicerina: limpieza gentil y enjuague fácil, sin sensación pegajosa.
Espuma ligera pensada para uso diario.
Ayuda a reducir la sensación de tirantez post-ducha.
Perfil neutro",Puede contener alérgenos aromáticos.,1000 ml,94,N/A,90,N/A,80,N/A,103059.webp,1
103012,Avena Miel,"Glicerina, Agua desionizada, LESS, Cocoamida, PEG 150, Avena y Miel",Jabón líquido,Jabón líquido,S,"Aroma suave y ligeramente dulce que hace más agradable la rutina de lavado de manos.
Base limpiadora con glicerina: ayuda a remover suciedad cotidiana con enjuague fácil y sensación ligera en la piel.
Inspirado en ingredientes tradicionalmente asociados con el cuidado suave de la piel, ayudando a mantener las manos con sensación de confort después del lavado.
Espuma ligera que se distribuye fácilmente y permite una limpieza práctica durante el día.
Ideal para lavado frecuente de manos cuando se busca una sensación de suavidad y cuidado en la piel.",Personas con alergia a productos derivados de la miel deben evitar su uso. Evitar contacto con ojos. Haz prueba de parche antes del primer uso. Suspende su uso si aparece irritación.,1000 ml,90,900,86,860,77,770,103012.webp,1
103152,Canela Miel,"Glicerina, Agua desionizada, LESS, Cocoamida, PEG 150, Canela y Miel",Jabón líquido,Jabón líquido,NS+AL,"Aroma cálido y dulce con notas especiadas que hace más agradable la rutina de lavado de manos.
Base limpiadora con glicerina: ayuda a remover suciedad cotidiana con enjuague fácil y sensación ligera en la piel.
Las notas dulces y especiadas crean una experiencia de lavado reconfortante durante el día.
Espuma ligera que se distribuye fácilmente y permite una limpieza práctica para uso frecuente.
Ideal para quienes disfrutan aromas cálidos que dejan una sensación agradable después del lavado de manos.",La canela puede provocar irritación en piel sensible o reactiva. Personas con alergia a productos derivados de la miel deben evitar su uso. Evitar contacto con ojos. Haz prueba de parche antes del primer uso. Suspende su uso si aparece irritación.,1000 ml,90,900,86,860,77,770,103152.webp,1
103020,Chocolate,"Glicerina, Agua desionizada, LESS, Cocoamida, PEG 150, Cocoa, Base de chocolate, Aceites esenciales, Esencia, Pigmento",Jabón líquido,Aromáticos,NS+AL,"Aroma gourmand cálido tipo cacao que vuelve el baño reconfortante.
Base de glicerina: limpieza amable, enjuague fácil, sin sensación pegajosa.
Deja tacto más flexible; buena opción para piel normal a seca.
Espuma cremosa ideal para rutina nocturna o climas fríos.
Perfil sensorial envolvente sin llegar a empalagar (si dosificas bien la fragancia).","Evita en piel muy reactiva y el contorno de ojos, usar máx. 2–3 veces/semana.",1000 ml,94,N/A,90,N/A,80,N/A,103020.webp,1
103022,Coco,"Glicerina, Agua desionizada, LESS, Cocoamida, PEG 150, Base de coco, Aceites esenciales, Esencia, Pigmento",Jabón líquido,Aromáticos,NS+AL,"Aroma tropical cremoso que convierte la ducha en un momento reconfortante.
Base de glicerina: limpieza amable, enjuague fácil, sin sensación pegajosa.
Sensación emoliente que deja el tacto más flexible tras el secado.
Espuma cremosa, ideal para rutina nocturna o climas secos.
Perfil sensorial cálido que acompaña sin volverse invasivo.",No recomendado para piel muy reactiva. Evita contorno de ojos y haz prueba de parche.,1000 ml,94,N/A,90,N/A,80,N/A,103022.webp,1
103066,Coco con miel,"Glicerina, Agua desionizada, LESS, Cocoamida, PEG 150, Base de coco, Miel, Aceites esenciales, Esencia, Pigmento",Jabón líquido,Aromáticos,NS+AL,"Aroma tropical y cálido con toque cremoso–dulce que hace la ducha reconfortante.
Base de glicerina: limpieza amable y enjuague fácil, sin sensación pegajosa.
Espuma cremosa que deja tacto cómodo al secar.
Sensación emoliente ideal para climas secos o rutina nocturna.
Perfil sensorial envolvente que acompaña sin empalagar","Contiene derivados de abeja y fragancia; puede incluir alérgenos aromáticos. Evita el contorno de ojos. Piel muy reactiva: prueba de parche; si irrita, suspende.",1000 ml,94,N/A,90,N/A,80,N/A,103066.webp,1
103069,Frutos rojos,"Glicerina, Agua desionizada, LESS, Cocoamida, PEG 150, Base de coco, Extracto de frutos rojos, Aceites esenciales, Esencia, Pigmento",Jabón líquido,Aromáticos,NS+AL,"Aroma frutal jugoso (berries) que hace la ducha alegre y fresca.
Base de glicerina: limpieza amable y enjuague fácil, sin sensación pegajosa.
Espuma ligera/cremosa que deja tacto cómodo al secar.
Perfil dulce y vibrante que acompaña sin empalagar.
Ideal para rutina diurna o climas cálidos.","Puede contener alérgenos aromáticos. Evita el contorno de ojos. Piel muy reactiva: prueba de parche; si irrita, suspende.",1000 ml,94,N/A,90,N/A,80,N/A,103069.webp,1
103027,Limón,"Glicerina, Agua desionizada, LESS, Cocoamida, PEG 150, Base de limón, Aceites esenciales, Esencia, Pigmento",Jabón líquido,Astringente,NS+AL,"Aroma cítrico brillante que deja sensación fresca y limpia al enjuagar.
Astringencia ligera: ayuda a que la piel se sienta menos brillante después del baño.
Base de glicerina: limpieza amable y enjuague fácil, sin sensación pegajosa.
Espuma ligera, ideal para rutina diurna en piel normal/mixta.
Perfil aromático que activa la rutina sin volverse invasivo (si dosificas bien la fragancia).",No recomendado para piel muy reactiva. Evita el contorno de ojos. Haz prueba de parche.,1000 ml,94,N/A,90,N/A,80,N/A,103027.webp,1
103029,Manzanilla,"Glicerina, Agua desionizada, LESS, Cocoamida, PEG 150, Chamomilla, Base de manzanilla, Aceites esenciales, Esencia, Pigmento",Jabón líquido,Piel sensible,AL,"Sensación de calma y confort tras el baño, pensada para rutinas suaves.
Base de glicerina: limpieza gentil, enjuague fácil, sin sensación pegajosa.
Espuma ligera para uso diario en piel que se irrita con facilidad.
Ayuda a disminuir la sensación de tirantez post-ducha.
Perfil neutro y amable (ideal sin aromas intensos).",Precaución en personas con alergia a Asteraceae. Prueba de parche en piel muy reactiva.,1000 ml,94,N/A,90,N/A,80,N/A,103029.webp,1
103032,Miel,"Glicerina, Agua desionizada, LESS, Cocoamida, PEG 150, Miel, Base miel, Aceites esenciales, Esencia, Pigmento",Jabón líquido,Aromáticos,NS+AL,"Aroma dulce y reconfortante que hace la ducha más agradable.
Base de glicerina: limpieza amable y enjuague fácil, sin sensación pegajosa.
Deja tacto más flexible y sensación de confort tras el secado.
Espuma cremosa, ideal para rutina nocturna o climas secos.
Perfil sensorial cálido que acompaña sin volverse invasivo.",Evitar en personas con alergia a productos de abeja y en piel muy reactiva. Se recomienda prueba de parche. No usar en contorno de ojos.,1000 ml,94,N/A,90,N/A,80,N/A,103032.webp,1
103033,Romero,"Glicerina, Agua desionizada, LESS, Cocoamida, PEG 150, Romero, Aceites esenciales, Esencia, Pigmento",Jabón líquido,Astringente,NS+AL,"Aroma herbal fresco que deja sensación limpia y despejada tras el enjuague.
Astringencia ligera: ayuda a que la piel se sienta menos brillante después del baño.
Base de glicerina: limpieza amable y enjuague fácil, sin sensación pegajosa.
Espuma ligera, ideal para rutina diurna o post-actividad.
Perfil aromático que activa sin volverse invasivo ","Puede contener alérgenos aromáticos; no recomendado para piel muy reactiva. Evita contorno de ojos y mucosas. Prueba de parche; si irrita, suspende.",1000 ml,94,N/A,90,N/A,80,N/A,103033.webp,1
103036,Rosa de Castilla,"Glicerina, Agua desionizada, LESS, Cocoamida, PEG 150, Rosa de castilla, Base de rosas, Aceites esenciales, Esencia, Pigmento",Jabón líquido,Aromáticos,NS+AL,"Aroma floral elegante que convierte la ducha en un momento relajante.
Base de glicerina: limpieza suave y enjuague fácil, sin sensación pegajosa.
Deja tacto cómodo y una sensación de piel fresca al secar.
Espuma ligera/cremosa ideal para una rutina nocturna tipo spa.
Perfil aromático sofisticado que acompaña sin invadir.","Fragancia floral; puede contener alérgenos aromáticos. Evita el contorno de ojos. Si tu piel es muy reactiva, haz prueba de parche; si irrita, suspende.",1000 ml,94,N/A,90,N/A,80,N/A,103036.webp,1
103151,Té verde y Menta,"Glicerina, Agua desionizada, LESS, Cocoamida, PEG 150, Té verde y Menta",Jabón líquido,Jabón líquido,NS+AL,"Aroma herbal fresco con notas mentoladas que hace más agradable la rutina de lavado de manos.
Base limpiadora con glicerina que ayuda a retirar suciedad cotidiana con enjuague fácil.
La combinación de té verde y menta aporta una sensación refrescante que acompaña la limpieza de la piel.
Deja las manos con sensación ligera y fresca después del lavado.
Ideal para quienes disfrutan aromas herbales revitalizantes durante el lavado frecuente de manos.",Los compuestos mentolados pueden provocar irritación en piel sensible o reactiva. Evitar contacto con ojos. Haz prueba de parche antes del primer uso. Suspende su uso si aparece irritación.,1000 ml,90,900,86,860,77,770,103151.webp,1
